Date,Close/Last,Volume,Open,High,Low,,,Date,High
7/25/2020,9666.3,N/A,9582.9,9690.7,9645.9,,,7/25/2020,9690.7
7/24/2020,9589,N/A,9559.9,9612.7,9536.2,,,7/24/2020,9612.7
7/23/2020,9560,N/A,9489.5,9599.8,9545,,,7/23/2020,9599.8
7/22/2020,9488.8,N/A,9360.7,9522.9,9470.7,,,7/22/2020,9522.9
7/21/2020,9361.9,N/A,9179.7,9389,9353.7,,,7/21/2020,9389
7/20/2020,9178.4,N/A,9190.7,9194.6,9155.1,,,7/20/2020,9194.6
7/19/2020,9188.5,N/A,9156.1,9218.4,9177,,,7/19/2020,9218.4
7/18/2020,9157,N/A,9138.1,9179.7,9144.6,,,7/18/2020,9179.7
7/17/2020,9139.4,N/A,9119.5,9167,9128.1,,,7/17/2020,9167
7/16/2020,9110.1,N/A,9202.3,9141.4,9107.6,,,7/16/2020,9141.4
7/15/2020,9200.1,N/A,9234.7,9224.2,9183,,,7/15/2020,9224.2
7/14/2020,9242.1,N/A,9219.9,9270.2,9240.2,,,7/14/2020,9270.2
7/13/2020,9224.1,N/A,9272.7,9245.6,9219,,,7/13/2020,9245.6
7/12/2020,9274.2,N/A,9271.1,9319.9,9270.1,,,7/12/2020,9319.9
7/11/2020,9276.5,N/A,9268,9286,9232,,,7/11/2020,9286
7/10/2020,9263.8,N/A,9224.9,9295.5,9261.6,,,7/10/2020,9295.5
7/9/2020,9215.5,N/A,9385.3,9239.6,9206.5,,,7/9/2020,9239.6
7/8/2020,9382.5,N/A,9309.3,9434.5,9361.3,,,7/8/2020,9434.5
7/7/2020,9300.5,N/A,9293,9319.9,9233.1,,,7/7/2020,9319.9
7/6/2020,9299.5,N/A,9090.1,9371.2,9266.3,,,7/6/2020,9371.2
7/5/2020,9088.7,N/A,9133.8,9114.1,9063.2,,,7/5/2020,9114.1
7/4/2020,9134.9,N/A,9084.2,9149.6,9114,,,7/4/2020,9149.6
7/3/2020,9086.1,N/A,9097.4,9100,9053,,,7/3/2020,9100
7/2/2020,9202,N/A,9150.6,9259.7,9179.5,,,7/2/2020,9259.7
7/1/2020,9233.4,N/A,9134.9,9259.7,9225.2,,,7/1/2020,9259.7
6/30/2020,9124.2,N/A,9166.4,9148,9101.1,,,6/30/2020,9148
6/29/2020,9171.7,N/A,9101.3,9199.8,9158.7,,,6/29/2020,9199.8
6/28/2020,9104.5,N/A,8971,9148.6,9097.1,,,6/28/2020,9148.6
6/27/2020,8970.6,N/A,9161.7,9008.2,8950.2,,,6/27/2020,9008.2
6/26/2020,9163.1,N/A,9245.1,9179.8,9113.9,,,6/26/2020,9179.8
6/25/2020,9249.4,N/A,9098.7,9296.5,9194.3,,,6/25/2020,9296.5
6/24/2020,9074.7,N/A,9649.9,9306,9022.6,,,6/24/2020,9306
6/23/2020,9645.9,N/A,9655.5,9663.7,9614.8,,,6/23/2020,9663.7
6/22/2020,9651.7,N/A,9383.5,9715.6,9609.3,,,6/22/2020,9715.6
6/21/2020,9378.5,N/A,9371.1,9395.2,9285.8,,,6/21/2020,9395.2
6/20/2020,9362,N/A,9332,9397.7,9349.1,,,6/20/2020,9397.7
6/19/2020,9331.8,N/A,9280.8,9350.1,9294.2,,,6/19/2020,9350.1
6/18/2020,9267.9,N/A,9428.9,9390.3,9249.6,,,6/18/2020,9390.3
6/17/2020,9436.3,N/A,9461.9,9468.8,9403.4,,,6/17/2020,9468.8
6/16/2020,9461.8,N/A,9558,9532.3,9423.8,,,6/16/2020,9532.3
6/15/2020,9549.2,N/A,9166.7,9570.7,9379.3,,,6/15/2020,9570.7
6/14/2020,9438.5,N/A,9419.3,9474.7,9387.5,,,6/14/2020,9474.7
6/13/2020,9431.5,N/A,9411.4,9474.7,9428.7,,,6/13/2020,9474.7
6/12/2020,9421.4,N/A,9365.1,9475.8,9415.5,,,6/12/2020,9475.8
6/11/2020,9381.5,N/A,9887.3,9391.3,9249.4,,,6/11/2020,9391.3
6/10/2020,9878.7,N/A,9753.7,9945.2,9871,,,6/10/2020,9945.2
6/9/2020,9754.2,N/A,9679.4,9805.8,9745,,,6/9/2020,9805.8
6/8/2020,9682.9,N/A,9724.4,9857.2,9616.6,,,6/8/2020,9857.2
6/7/2020,9718.6,N/A,9689,9770.5,9708.5,,,6/7/2020,9770.5
6/6/2020,9697.6,N/A,9631.3,9701.9,9637.3,,,6/6/2020,9701.9
